[INFO]
DATA_FORMAT_VERSION=1.0
CREATOR=tellurium
NUMBER_OF_COLS=21
NUMBER_OF_ROWS=50
COLUMN_HEADERS=time,[S1],[S2],[S1],[S2],[S1],[S2],[S1],[S2],[S1],[S2],[S1],[S2],[S1],[S2],[S1],[S2],[S1],[S2],[S1],[S2]
COMMENTS=

[DATA]
0,0.0001560683803017565,-3.659846354093651e-006,0.0001462805019486751,1.809339730642133e-006,0.0001463401536459063,-8.275641410651808e-006,0.000143554952209809,-1.127025252390299e-005,0.0001514162765709467,1.038131479440216e-005,0.0001601844193184695,4.348296030940376e-006,0.0001531772523142111,3.378300134404059e-006,0.0001482168437550046,-6.96990708928672e-006,0.0001514162765709467,2.635008955346872e-006,0.0001602627145204926,-3.617146071004606e-006
1.42857,1.433753697901533e-005,0.0001390571920952328,9.467175691029815e-006,0.000130495455216961,2.703568282378746e-005,0.0001308195079401174,1.510761367318839e-005,0.000140472530793647,1.168715423318005e-005,0.0001279591027016995,8.889239034607845e-006,0.0001342969636088773,2.100290370416731e-005,0.0001408389768482812,1.103907935124685e-005,0.0001306846524405656,9.566002509618208e-006,0.0001457188777825293,1.842394030114586e-005,0.0001387524465228309
1.63265,7.567274369461645e-006,0.0001341564574223508,9.727941270128788e-006,0.0001350960815082088,1.11795855377733e-005,0.0001500279548698523,6.402584501351656e-006,0.0001325845537621338,2.434098880343747e-005,0.0001356168617694832,5.569947491296424e-006,0.0001349937295278886,9.776575570455213e-006,0.0001307409084000477,1.197888316210089e-005,0.0001341564574223508,1.193683226524318e-005,0.0001356168617694832,1.44640247349976e-005,0.0001386060406962002
1.83673,1.723148326724747e-006,0.0001378611853509199,1.410519118047087e-005,0.0001386427998783403,2.039522299836057e-006,0.0001372039874832956,7.81281662712143e-006,0.0001482666302394749,3.260108617830904e-006,0.0001349063331060709,1.843091063740835e-005,0.0001387354380733539,1.913586539742451e-005,0.0001393805678971849,1.958769377499763e-007,0.0001478972002699533,4.608658523197173e-006,0.0001528425800085955,1.958769377499763e-007,0.0001348618967937975
2.04082,8.739467740212795e-006,0.0001358129816421717,4.355601081947282e-006,0.0001464209566753877,4.355601081947282e-006,0.0001429124629183526,-4.470309258462352e-006,0.0001513797134703781,4.653064418082265e-006,0.0001449635366695653,8.739467740212795e-006,0.0001398197778043829,1.250252262635525e-005,0.0001391805355537387,-1.014093829836877e-006,0.0001413476891015343,9.104939274893943e-006,0.0001431526743594075,9.045975242190319e-006,0.0001469167138458599
2.2449,-3.99756418970499e-006,0.0001521567491354438,1.365291711222961e-005,0.0001518634104401848,1.181711411216523e-006,0.0001408138352799683,7.412675515960702e-006,0.0001575482485137051,1.086922290012563e-005,0.0001433558237594464,3.342128527530807e-006,0.000145873103156036,7.428449581780089e-006,0.0001445457626445822,1.089073216202945e-006,0.00013688369100906,-2.647393556066494e-006,0.0001441630916283954,9.231972506187092e-009,0.000144463610249959
2.44898,2.688853583206838e-006,0.0001385084446848152,-7.285613023648337e-006,0.0001549211585325581,1.772454258507199e-006,0.0001420197388985746,-3.34897460820054e-006,0.0001453450956673518,1.846270774049211e-006,0.0001464967072192259,-1.460696974872197e-006,0.000148463642692272,2.694465682275302e-006,0.0001380656950480163,6.273325496201526e-006,0.0001548500058414953,1.540297316761297e-006,0.0001409275602010881,6.273325496201526e-006,0.0001432440804639159
2.65306,1.30469246710295e-006,0.0001557054378629669,-1.668054114410489e-006,0.0001543505045186598,-3.789205837972327e-006,0.0001476521719564678,-2.316128996343687e-006,0.0001484514695807954,2.133454277505735e-006,0.0001440995124853874,1.30469246710295e-006,0.0001500916924620452,1.752405325597858e-006,0.0001407894517501943,-6.154840972675345e-006,0.0001440398607881561,9.823286314247903e-007,0.0001428219122866621,-2.667446338565873e-006,0.0001393638767062867
2.85714,-1.963080043445269e-006,0.0001423485904931808,3.953896130891999e-006,0.0001499381533659346,1.113656579965459e-007,0.0001602047632263241,8.056388864718538e-006,0.0001395402057216789,-1.995583562676746e-006,0.0001460123384720654,-5.34834458095886e-006,0.000146822661626443,1.263233863383911e-005,0.0001444078189595078,-7.445365112788354e-007,0.0001543154325552272,3.953896130891999e-006,0.0001558202224893598,-3.286524990756974e-006,0.0001471201249625779
3.06122,-3.763913357211895e-006,0.0001542335210004507,1.299985893025905e-005,0.0001514614757597398,-1.500857278762038e-007,0.0001606527925390449,-6.096230493883205e-007,0.0001452418242526198,-2.545964855717834e-006,0.0001431096418749028,-2.41110935616608e-006,0.0001506358065350351,-2.797085336557274e-006,0.0001626803432350403,1.324713572589892e-006,0.0001484248593046778,1.06119358371148e-005,0.0001423908701519386,-4.543291733883055e-006,0.0001483382309694718
3.26531,-2.55218282858322e-006,0.0001523010825329126,-3.268703065503124e-007,0.0001523442724997968,-7.064860373084952e-007,0.0001434338852425892,1.228912314359862e-005,0.0001571679418866279,1.541400569235018e-006,0.0001387690239664405,3.181623450484798e-006,0.0001403124784020861,-4.743290955625937e-007,0.000142225239395066,-4.034898091514213e-006,0.0001564418005896339,4.939103381263509e-007,0.000146054344362349,4.476823282055097e-007,0.0001571679418866279
3.46939,-3.104863903697882e-006,0.0001522134566454093,2.592546578326931e-007,0.0001519220754676073,-6.091976325874651e-006,0.0001424154587630863,3.151343762861363e-006,0.0001444772783532882,3.992934282031059e-006,0.0001500774765936874,-6.351682603142395e-007,0.0001470192668327663,-1.065561837627599e-005,0.0001508016424233197,-9.767052058011786e-006,0.000161211691587025,1.205446746330497e-005,0.0001424154587630863,-4.322812405191943e-006,0.0001527636659867771
3.67347,-1.338309418656383e-006,0.0001391734669680222,6.381841889894118e-006,0.0001490669173387399,-3.114690767379578e-006,0.0001523832439666974,-5.683826990740695e-006,0.0001452863079252204,3.376599433257589e-007,0.0001524782254713867,4.323932662383685e-008,0.0001461536805171571,-4.182969573449602e-006,0.000148619204480245,-1.110929038890168e-006,0.0001431195565212067,-5.585000172152303e-006,0.0001406695087821894,3.367919124064667e-006,0.0001513644929043031
3.87755,3.300781115432715e-006,0.0001484197010801232,-4.305830009005972e-006,0.0001526010859069431,2.131326121424748e-006,0.000155819501270349,3.515548718500122e-006,0.0001447699261101325,-4.305830009005972e-006,0.0001492764061095022,1.163671368142147e-005,0.0001606456828897261,9.76038903229037e-006,0.0001392963274035786,-3.339309901169226e-008,0.0001635318900398647,4.670282421722991e-006,0.0001528283859700506,1.417586282143001e-005,0.0001522147232244517
4.08163,1.205927391628165e-005,0.0001485908916838993,3.841285586124912e-007,0.0001485172494104291,-2.863417628100647e-006,0.0001383759732285567,8.830080260862969e-007,0.000156201878174761,2.565281804193787e-006,0.0001610817791090092,2.867957136976519e-006,0.0001511833283893171,9.671350823137403e-006,0.0001511833283893171,9.607788072912435e-006,0.0001527458465430204,1.12437243071409e-005,0.0001531453519527744,3.211742906279747e-006,0.0001558324482052395
4.28571,4.516850641253476e-006,0.000155309951453634,8.114633633798929e-006,0.0001552384995857447,-3.550943441011782e-006,0.0001429059746126736,7.610339608000846e-006,0.0001559729330508185,1.113622389082187e-005,0.0001552384995857447,2.803563565659972e-006,0.0001470905114383976,3.303152905326984e-006,0.0001433863975994959,1.035297392878264e-005,0.0001616577711243389,-4.459261789475487e-006,0.0001512477219606336,1.728270484575547e-006,0.0001438015983911956
4.4898,-3.437519895803299e-006,0.0001409923379106131,5.424663999366883e-006,0.0001431713718285831,1.038473221840788e-005,0.0001528010545998104,9.969313146569772e-007,0.0001602592970964868,-3.662181370058385e-007,0.0001497707954190715,-4.146827550525366e-006,0.0001512942588730314,-4.762170221519607e-006,0.0001463184447083661,-8.13930995500746e-007,0.0001522103159246488,-3.666050380068914e-006,0.0001494707627033011,-5.594807231574839e-006,0.0001512942588730314
4.69388,-6.347249959851686e-006,0.0001437829794903177,-6.347249959851686e-006,0.0001462518069533037,-1.130273189721097e-005,0.0001525466622627442,-6.266347294149476e-007,0.0001410734215374041,4.741388295944889e-006,0.0001600960726258669,-3.528799378401985e-006,0.0001527397441004337,6.025341756157752e-006,0.0001525466622627442,1.314256307525357e-005,0.0001460029580324679,7.530131690290365e-006,0.0001609224294329086,1.140307398324147e-005,0.0001468152874976671
4.89796,-1.259751745725255e-006,0.000138665880298339,-1.112292956712974e-006,0.0001460274375473125,8.081098892306595e-006,0.0001506282435635563,-3.520775374015132e-006,0.0001483773016715842,-6.906039911528723e-006,0.0001593745354637497,-8.821777213713636e-006,0.0001439597662053206,-7.908452001407765e-006,0.0001453083164224534,-6.371729474696309e-006,0.0001453083164224534,-1.031781902788079e-005,0.000153314432956646,1.103153645826677e-005,0.0001483773016715842
5.10204,-6.660439900066084e-006,0.0001609214987070732,6.637316252614376e-006,0.000143977462809643,-3.862524701493883e-006,0.0001395721432209256,3.180768868449451e-006,0.0001617801551612164,5.453224769493377e-006,0.0001522861630491286,-1.033551563220322e-005,0.0001517631691572065,4.699212176777837e-006,0.0001565449751057432,2.681179528782439e-006,0.0001530884277215783,-3.862524701493883e-006,0.0001528769017242901,2.681179528782439e-006,0.0001442370044970743
5.30612,9.083079147134278e-007,0.0001490306570086123,6.83454142428365e-007,0.0001579126847255141,9.408234189254503e-006,0.0001614064390177062,5.440448494029525e-006,0.0001495593861032447,2.956466595697397e-006,0.0001432599952285266,6.83454142428365e-007,0.000145995987169864,2.956466595697397e-006,0.0001460579104270988,-3.738253008118977e-007,0.0001531438580162393,1.593110172234162e-006,0.0001617929314366803,6.13161564472412e-006,0.0001463819631502551
5.5102,-4.883949066946253e-006,0.0001495686419690778,1.440415003085323e-006,0.0001457070163194208,2.947210729864261e-006,0.0001453480451680728,3.201390746349656e-006,0.0001487260591599202,6.089534819007703e-006,0.0001618021873025134,1.583854306401027e-006,0.0001486522426443782,-4.244706816302051e-006,0.0001418437843441716,6.458964788529259e-006,0.0001528039523608978,-5.952228184782824e-006,0.0001462563635165365,-2.700663216050151e-006,0.0001560740829146138
5.71429,2.99624565944553e-006,0.0001602452635856972,5.954445998350562e-006,0.0001609502183457133,-6.689159538706222e-006,0.0001506746598065189,-3.953167597368893e-006,0.0001559195441287597,-4.866736984639442e-006,0.000138591470475391,9.455853576303184e-006,0.0001533608491996086,-4.539319222067218e-006,0.0001638364254958519,-1.54138021586231e-006,0.0001602452635856972,1.307166731744638e-005,0.0001529056213629302,7.459235932483175e-006,0.0001435375012750136
5.91837,2.549361455468838e-006,0.0001432807376862639,1.019707115870401e-005,0.0001468909823500352,-3.176352164509397e-006,0.0001560855695065179,6.081032141990968e-006,0.0001435423003695745,-1.137842674957911e-005,0.0001554658542237126,6.081032141990968e-006,0.0001593621880510483,1.145248515591244e-005,0.0001594257508012732,-1.163508294236495e-006,0.0001609981242852768,1.098032112074325e-005,0.0001514036247307122,-6.693958633267175e-006,0.0001494991123248444
6.12245,-7.057870100883484e-007,0.000148431974437413,-1.546581453299934e-006,0.0001495835859892872,-1.138188417788437e-005,0.0001482076493430754,-1.501002438402094e-006,0.0001435457577978798,-1.546581453299934e-006,0.0001463736595170662,3.202756739646727e-006,0.0001492758241660532,1.386307084257661e-005,0.0001531254038830847,3.143792706943103e-006,0.0001462713075367459,8.026426126477817e-006,0.0001385997269982572,-1.037249179370957e-005,0.0001554693116520179
6.32653,9.381463306201828e-006,0.0001418612993613912,1.815963145561173e-006,0.0001594317792265887,3.15699577575231e-006,0.0001465919039285771,6.072019801788162e-006,0.0001495861569862973,-3.90207186001041e-006,0.0001454366064282183,-6.428973237535266e-006,0.0001559303716486361,4.659665018261309e-006,0.0001560915979318334,2.641632370265911e-006,0.0001501445569620638,1.097429269542781e-005,0.0001465919039285771,2.834714207955399e-006,0.0001560915979318334
6.53061,-6.440278791027387e-006,0.000148212074755841,-1.024178838496233e-007,0.0001415997488676421,-6.430827653290702e-006,0.000147543995014937,-1.554062151494136e-006,0.0001554022851968942,1.026748351965622e-005,0.0001529183032985621,-1.554062151494136e-006,0.000148212074755841,2.541478614397965e-006,0.0001514115075717831,1.144460231484157e-005,0.0001495936235011213,-3.396703657340275e-006,0.0001457263857523958,6.146256660295254e-006,0.0001531724833150475
6.73469,-3.967155798332758e-006,0.0001411108928746968,-6.026384264659724e-006,0.0001560619336530376,-1.254849795262607e-006,0.0001469001714564382,-8.834769036161647e-006,0.0001396148510605297,-1.037241491816626e-007,0.0001462770392148436,-4.624353665957024e-006,0.0001518058769968106,-6.922008043181748e-006,0.0001457276920177278,1.101423885934282e-005,0.000160259251786661,1.026617725432418e-005,0.0001526315462215153,-4.93398381898738e-006,0.0001514128138371152
6.93878,-3.39893780307275e-006,0.0001501486455235517,-3.093830956299167e-006,0.0001484386339959111,1.41881142437787e-006,0.000153375765280973,1.182886058808313e-005,0.0001495958576468537,-4.857009814899755e-007,0.0001432908546730672,1.41881142437787e-006,0.0001506475249910255,1.41881142437787e-006,0.0001432908546730672,6.946455947454872e-007,0.000151806804877211,-8.835696916562084e-006,0.0001564322915029596,-6.922935923582185e-006,0.0001603787799409711
7.14286,-8.130202174718111e-006,0.0001420258057718626,1.101265117448293e-005,0.000146027506418864,-4.906212450113161e-006,0.0001411598931810351,1.144170836464964e-005,0.00015087303856777,-1.05311834041554e-007,0.0001609657942315371,2.636884004318544e-006,0.0001387278724271253,9.376714940254461e-006,0.0001438694511339486,4.654916652313943e-006,0.0001463382785969347,3.380175183375731e-006,0.0001601825442694979,3.136473343985556e-006,0.0001579442039745142
7.34694,-6.127298610693968e-006,0.0001554771308575614,-4.058443923978999e-007,0.000151414901364561,9.439777847893468e-006,0.0001610094009191256,5.408429402443522e-006,0.0001430287177043276,-6.705235267115938e-006,0.0001495970172938992,-6.924095570627599e-006,0.0001450611782407954,-1.55440065884344e-006,0.0001462791267422894,3.379675340789772e-006,0.0001533769249280183,5.938370269940846e-006,0.000143968777795123,1.026408972687833e-005,0.0001601830441120838
7.55102,-3.969608041562207e-006,0.0001602617040298905,-3.543689991921925e-007,0.0001430290824201112,1.038232528500427e-005,0.0001525356991246322,-3.718487560722767e-006,0.0001411133451179262,6.435836846992793e-006,0.000145114801589963,-6.444037299588876e-006,0.0001508739031261396,5.303656792053733e-006,0.0001435539417192069,-4.872253443189884e-007,0.0001602617040298905,-1.257302038492056e-006,0.0001484432136441687,-1.782145754393254e-006,0.0001417233480987461
7.7551,5.303389431308795e-006,0.0001463394105160492,3.151115490690448e-006,0.0001528273476631792,7.946822153343006e-006,0.0001508741704868845,-1.782413115138191e-006,0.0001442824319406527,6.142230790988828e-006,0.0001488230967356718,-2.740190821432069e-006,0.0001602619713906354,-9.352055635588334e-007,0.000141867179646453,1.101151925536843e-005,0.0001460905615952134,-1.782413115138191e-006,0.0001387290043462398,2.635752085204049e-006,0.0001463821107991382
7.95918,-6.435025817469005e-006,0.0001417237877543629,2.923643132710982e-006,0.0001490634804715987,3.37887096938936e-006,0.0001492844477429971,1.517512119681449e-007,0.0001495978216652995,3.135169129999185e-006,0.0001579455081885005,-6.969336254301419e-006,0.0001495111933300936,2.979365559635401e-006,0.0001450619826121957,3.135169129999185e-006,0.0001580166608795633,9.438973476493057e-006,0.0001564342555214054,-8.131506388704481e-006,0.0001484405980143569
8.16327,3.150841804313844e-006,0.0001396178443508806,-7.971849735685189e-006,0.0001488233704220484,-6.969437645806147e-006,0.0001529226028542451,-2.450766542418781e-006,0.0001630537469391703,2.635478398827445e-006,0.0001630537469391703,9.37530933476336e-006,0.0001484406994058617,-7.971849735685189e-006,0.0001386084519667058,-8.395012689713734e-006,0.0001546525721598617,-4.556300713382075e-006,0.0001515592464307818,-3.787598634503606e-006,0.0001486759116330362
8.36735,-3.659455844550207e-006,0.0001451154215710217,1.026310503003606e-005,0.0001495923898916729,-1.249411898397796e-006,0.0001432929990169549,1.515708865262877e-007,0.0001526346184458034,5.937385573098576e-006,0.0001435640128380022,-4.268454738897187e-006,0.0001418675322667667,6.435216865934122e-006,0.0001529226817881822,7.946469533029273e-006,0.0001565907551696353,-1.139068808027014e-005,0.0001418675322667667,-1.139068808027014e-005,0.0001432929990169549
8.57143,5.937311417533715e-006,0.0001496443041562271,-3.18868765076529e-006,0.0001638535600766688,-2.365782665628113e-006,0.0001490637349526054,1.02630308744712e-005,0.0001506497434904781,9.438718995486338e-006,0.0001506497434904781,-1.068705290346443e-007,0.0001463825375750168,3.193878681696089e-006,0.0001468106796412775,-3.550631358157251e-007,0.0001498924967630082,-4.883871565456289e-006,0.0001501508640230043,8.017548068527182e-006,0.0001464401460523028
8.77551,1.182658515686556e-005,0.0001601841598962559,-1.558571728444174e-006,0.0001462116724998022,4.653301025555836e-006,0.0001613144678684253,8.017491136762164e-006,0.0001506498004222431,5.478765486160666e-006,0.0001464150980260133,-6.925211354799746e-006,0.0001531343388728003,-5.976107194707838e-006,0.0001501509209547693,-6.128414394866115e-006,0.000160262455098279,-6.969647667073154e-006,0.0001593745804690692,-1.782896822781803e-006,0.0001463825945067818
8.97959,-2.451009396521128e-006,0.0001463399270565281,-4.883961330056645e-006,0.0001609674426911305,1.559942463640673e-006,0.0001526347823659686,-1.038145961626056e-005,0.0001440234067937004,5.478732653325326e-006,0.0001564345997670125,6.141714250509876e-006,0.0001487499710026805,5.407280785436036e-006,0.0001482166171656264,1.101100271488948e-005,0.0001594381760521295,1.385410302002562e-005,0.0001515594892848842,7.442011587065972e-006,0.0001484895765602904
9.18367,8.751111208335748e-007,0.0001602625170164007,-1.175962630379108e-006,0.0001543480985268485,1.182652323874386e-005,0.000149598194996193,8.017429218640461e-006,0.0001574415874935959,-6.706412969409789e-006,0.0001525365121111425,-3.096168305638432e-006,0.0001430743317188948,-1.558633646565877e-006,0.0001482166462509128,6.141685165223512e-006,0.0001559367975594633,-6.029649494399426e-006,0.0001387295499720051,1.144003081976983e-005,0.000153134400790922
9.38776,-1.55561687771505e-006,0.0001506499008569425,-6.029688010977185e-006,0.0001450917535134011,-2.724642660674628e-006,0.000155936836076041,7.441943985201848e-006,0.0001506919517538003,3.378459121918162e-006,0.0001442830160829958,-5.716665941976e-006,0.0001565909866916647,-8.838072782479107e-006,0.0001475486050265865,5.937154051069236e-006,0.0001453720246126973,-3.908536287415347e-006,0.0001476337419928792,-4.014485122010453e-007,0.0001435547932222949
9.59184,-4.884071885989482e-006,0.0001476337849469479,-3.559421560273175e-006,0.0001501510643435374,1.512964104282334e-007,0.0001613146112571934,-9.358326599706213e-007,0.0001630541003492055,6.92226774759749e-007,0.0001572909743841092,-3.188887971298483e-006,0.000146440346372836,1.026283055393801e-005,0.0001430744131895413,2.635124988792261e-006,0.0001420275647873888,-6.128557783634291e-006,0.0001553025302680062,-4.937330519373554e-006,0.0001440235173496332
9.79592,-1.127018070702158e-005,0.0001450918406840338,-4.556698339981236e-006,0.0001475486921972192,3.134670111895295e-006,0.0001508748417998603,3.37837195128547e-006,0.0001564347545395093,8.749854336231237e-007,0.0001411142837916469,9.374911708164199e-006,0.0001523322618056827,3.150444177714682e-006,0.0001565910738622974,6.501316613380609e-007,0.0001454431580262559,-2.451164169017943e-006,0.000149284946761101,-8.885572574590221e-006,0.0001580171598976672
10,-1.32359087854132e-006,0.0001508748855717998,-1.127022447896106e-005,0.0001417243305444063,3.150400405775203e-006,0.0001460912766801286,-3.401444611561946e-006,0.0001529787666797082,-6.706582428559719e-006,0.0001495927523562744,-6.969879044344788e-006,0.0001475487359691587,6.065424431811055e-006,0.0001602626864755507,5.937023108497065e-006,0.0001475487359691587,4.348324075882308e-006,0.0001574417569527458,-4.015794547732165e-007,0.0001475487359691587
